,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
ALIDIL_ASR.cif_22,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10143038597725271,0.7270763119834492,2.151612476191024,3.949533893291075,5.383433384494032,6.22769613187954,6.646207384897539,6.8367052790276635,6.907375135520179,3.353295068796041,0.5245443944618782,0.0036469511624779662,10.668982113869802,5.1570087496039925,6.568563560445579,1.6647229573196867,0.5418538140618612,1.1014292201235805,0.020157967477820518,0.7031175538844253,0.20332875823661475,3.1124284198657164,0.34027413928365596,0.6578426636310515,-0.020157967477820518,0.17901039946109182,0.1892181810021404,-3.1124284198657164,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_23,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1014303859772524,0.7270763119834485,2.151612476191023,3.949533893291074,5.3834333844940305,6.22769613187954,6.646207384897535,6.836705279027661,6.907375135520177,3.3532950687960406,0.5245443944618776,0.0036469511624779532,10.668982113869797,5.157008749603991,6.568563560445574,1.6647229573196858,0.5418538140618651,1.1014292201235885,0.020157967477820653,0.7031175538844304,0.20332875823661628,3.1124284198657386,0.34027413928365857,0.6578426636310565,-0.020157967477820653,0.17901039946109334,0.18921818100214186,-3.1124284198657386,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_24,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12319906622201775,0.7586818124572912,2.0285167244664786,3.7108574426185137,5.191173719832619,6.113627855318305,6.582522895458635,6.798223420966249,6.87858345927898,3.1318302486418252,0.5648624026749847,0.0053761285105349875,9.949190292220347,4.605490294901216,6.21504746358197,1.453424542825032,0.904839923158876,1.816966622577801,0.012026189683802051,1.0010494406292925,0.38010466014857097,4.764723409470421,0.7845780263208554,1.5523240649671008,-0.012026189683802051,0.688368508850439,0.37168632736990953,-4.764723409470421,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_25,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12319906622201716,0.7586818124572894,2.0285167244664764,3.71085744261851,5.191173719832618,6.1136278553183026,6.58252289545863,6.798223420966245,6.878583459278977,3.1318302486418226,0.5648624026749833,0.005376128510534937,9.949190292220335,4.605490294901209,6.215047463581961,1.4534245428250288,0.9048399231588845,1.816966622577819,0.012026189683803314,1.001049440629311,0.3801046601485723,4.76472340947049,0.7845780263208513,1.5523240649670915,-0.012026189683803314,0.6883685088504248,0.37168632736991003,-4.76472340947049,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_26,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1231990662220181,0.7586818124572922,2.0285167244664795,3.7108574426185137,5.191173719832621,6.113627855318305,6.582522895458634,6.79822342096625,6.878583459278979,3.1318302486418252,0.5648624026749854,0.005376128510535015,9.949190292220349,4.605490294901214,6.2150474635819775,1.4534245428250334,0.9048399231588913,1.8169666225778331,0.012026189683803555,1.0010494406293198,0.3801046601485751,4.764723409470529,0.7845780263208559,1.5523240649671002,-0.012026189683803555,0.6883685088504273,0.37168632736991253,-4.764723409470529,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_27,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.12319906622201772,0.7586818124572912,2.028516724466478,3.710857442618513,5.191173719832618,6.113627855318305,6.582522895458634,6.798223420966248,6.87858345927898,3.1318302486418244,0.5648624026749847,0.005376128510534979,9.949190292220344,4.60549029490121,6.215047463581974,1.453424542825032,0.9048399231588744,1.8169666225777978,0.012026189683802072,1.001049440629291,0.3801046601485702,4.764723409470413,0.7845780263208536,1.5523240649670977,-0.012026189683802072,0.688368508850437,0.37168632736990875,-4.764723409470413,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_28,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3177274364034488,1.0200535782964308,2.183255110770752,3.6608544858469902,4.928832131033479,5.714182942778002,6.1134165973273324,6.29720263989189,6.365701607118743,3.1584157214048116,0.8304063698158696,0.0608675965638185,8.98074978782348,4.970203565788006,5.300751492597782,1.770680856651395,1.902330453210354,4.151920684274699,0.3472400315366762,4.680250705503764,0.19546199254733965,16.456452896785294,-1.5700698621564078,-3.4892767745062603,-0.3472400315366762,-4.347990114449818,-0.04760602952833347,-16.456452896785294,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_29,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31772743640344897,1.0200535782964317,2.183255110770753,3.6608544858469907,4.928832131033478,5.714182942778,6.113416597327332,6.297202639891887,6.365701607118741,3.158415721404812,0.8304063698158705,0.06086759656381833,8.980749787823477,4.970203565788004,5.300751492597783,1.7706808566513952,1.9023304532103544,4.1519206842747,0.347240031536676,4.680250705503762,0.19546199254734029,16.456452896785294,-1.570069862156405,-3.4892767745062554,-0.347240031536676,-4.347990114449813,-0.047606029528332636,-16.456452896785294,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_30,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3177274364034486,1.020053578296431,2.183255110770751,3.66085448584699,4.928832131033478,5.7141829427780015,6.113416597327332,6.297202639891887,6.36570160711874,3.158415721404811,0.8304063698158695,0.06086759656381844,8.980749787823479,4.970203565788005,5.300751492597783,1.7706808566513939,1.902330453210354,4.151920684274699,0.3472400315366758,4.680250705503761,0.19546199254734029,16.456452896785287,-1.5700698621564042,-3.4892767745062527,-0.3472400315366758,-4.347990114449811,-0.047606029528332594,-16.456452896785287,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_31,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31772743640344914,1.0200535782964313,2.1832551107707516,3.660854485846989,4.928832131033478,5.714182942777999,6.113416597327331,6.297202639891888,6.365701607118742,3.1584157214048107,0.83040636981587,0.06086759656381864,8.980749787823479,4.970203565788001,5.300751492597781,1.770680856651394,1.902330453210355,4.1519206842747005,0.3472400315366763,4.680250705503766,0.19546199254733987,16.4564528967853,-1.570069862156408,-3.4892767745062603,-0.3472400315366763,-4.347990114449819,-0.04760602952833331,-16.4564528967853,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_32,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16523990365274085,0.8007764894929091,1.9283094733873902,3.5224447348601164,5.036514411245747,6.017743975354491,6.525233815489159,6.760430831987211,6.848319739339961,2.956377282981461,0.6206605228696827,0.010971820424297209,8.888285190525284,4.254025676935349,5.3476283039922246,1.3431326911060069,2.565043029135982,5.496041080937358,0.20458415883298972,3.225586241434737,0.5938165599109886,14.561454051067244,1.1558080006094518,2.3949461204432447,-0.07726284687231633,-0.905269643256711,0.43872432627823305,-9.723244196561655,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_33,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16523990365274083,0.8007764894929089,1.9283094733873896,3.5224447348601147,5.036514411245745,6.017743975354489,6.525233815489158,6.76043083198721,6.848319739339958,2.95637728298146,0.6206605228696827,0.010971820424297226,8.888285190525275,4.254025676935346,5.347628303992217,1.343132691106005,2.5650430291359676,5.496041080937326,0.20458415883298833,3.2255862414347325,0.5938165599109885,14.561454051067198,1.155808000609438,2.394946120443214,-0.07726284687231762,-0.9052696432567044,0.4387243262782341,-9.72324419656171,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_34,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16523990365274094,0.8007764894929086,1.9283094733873882,3.5224447348601147,5.036514411245746,6.017743975354488,6.525233815489159,6.760430831987208,6.848319739339958,2.9563772829814594,0.6206605228696823,0.01097182042429728,8.888285190525275,4.2540256769353455,5.347628303992216,1.343132691106005,2.565043029135982,5.496041080937359,0.20458415883298964,3.2255862414347347,0.5938165599109887,14.56145405106724,1.155808000609454,2.3949461204432505,-0.077262846872316,-0.9052696432567082,0.4387243262782332,-9.723244196561643,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_35,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16523990365274074,0.800776489492909,1.92830947338739,3.5224447348601164,5.036514411245748,6.017743975354491,6.525233815489159,6.760430831987213,6.84831973933996,2.9563772829814607,0.6206605228696827,0.010971820424297216,8.888285190525282,4.2540256769353455,5.347628303992227,1.3431326911060062,2.565043029135977,5.496041080937347,0.20458415883298914,3.225586241434734,0.5938165599109886,14.561454051067225,1.1558080006094478,2.3949461204432376,-0.07726284687231659,-0.9052696432567064,0.4387243262782336,-9.72324419656167,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
