,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
ALIDIL_ASR.cif_36,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176657429422849,0.7395923562533946,2.2633928187522043,4.251224606405877,5.863181076297669,6.8209951752017055,7.297992347231798,7.515574606274407,7.5963642758623315,3.5871668705653086,0.5304604773336888,0.0036734502773756077,12.835546413579257,5.913674157152001,7.8479349172379305,1.8502149506991918,0.5887783111443652,1.229815221543937,0.05391334391826683,1.0200850624904998,0.16091882861249218,4.022158434087164,0.04964487196169688,0.04342405368363779,-0.05391334391826683,-0.3816618793844378,0.12317948786970546,-4.022158434087164,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_37,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176657429422784,0.7395923562533928,2.263392818752202,4.251224606405875,5.863181076297667,6.820995175201706,7.297992347231797,7.515574606274405,7.596364275862331,3.587166870565307,0.5304604773336874,0.0036734502773755665,12.835546413579252,5.913674157152003,7.847934917237916,1.8502149506991887,0.5887783111443693,1.2298152215439455,0.05391334391826708,1.020085062490506,0.1609188286124936,4.0221584340871885,0.049644871961698596,0.043424053683641,-0.05391334391826708,-0.38166187938443813,0.12317948786970669,-4.0221584340871885,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_38,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176657429422789,0.7395923562533931,2.263392818752204,4.251224606405876,5.863181076297666,6.820995175201706,7.297992347231799,7.5155746062744075,7.5963642758623315,3.587166870565308,0.5304604773336874,0.0036734502773755743,12.835546413579257,5.913674157151999,7.84793491723793,1.8502149506991894,0.5887783111443656,1.229815221543938,0.05391334391826671,1.0200850624904996,0.16091882861249268,4.022158434087163,0.04964487196169874,0.043424053683641585,-0.05391334391826671,-0.3816618793844349,0.12317948786970603,-4.022158434087163,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_39,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.10176657429422828,0.7395923562533943,2.2633928187522043,4.251224606405878,5.863181076297669,6.820995175201706,7.297992347231799,7.515574606274407,7.596364275862332,3.5871668705653086,0.5304604773336884,0.003673450277375596,12.835546413579259,5.913674157152001,7.847934917237929,1.8502149506991903,0.5887783111443687,1.2298152215439442,0.05391334391826712,1.0200850624905056,0.1609188286124932,4.022158434087186,0.04964487196169746,0.04342405368363868,-0.05391334391826712,-0.38166187938443946,0.12317948786970624,-4.022158434087186,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_40,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.132069252738882,0.8576334158796421,2.3224580375396164,4.079521959170591,5.498957172833342,6.352596981074999,6.781292025084302,6.977663774553604,7.050710109568303,3.4972041872239865,0.6314278002243872,0.0056918362820744806,11.439174278963382,5.719036440499764,7.127890870863485,1.9689137372368357,1.275679895811608,2.670631946635668,0.12267557678760385,2.2570845101124393,0.3376608471594084,8.831911014810116,0.048924127935569564,-0.028907911875484298,-0.12267557678760385,-0.9324804863652613,0.25178794340808575,-8.831911014810116,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_41,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.13206925273888248,0.8576334158796428,2.3224580375396178,4.0795219591705925,5.49895717283334,6.352596981074999,6.781292025084304,6.977663774553606,7.050710109568305,3.4972041872239865,0.6314278002243882,0.0056918362820745135,11.43917427896339,5.719036440499765,7.127890870863489,1.9689137372368377,1.2756798958116038,2.670631946635659,0.12267557678760359,2.257084510112432,0.3376608471594069,8.83191101481009,0.048924127935567885,-0.028907911875487732,-0.12267557678760359,-0.9324804863652608,0.25178794340808447,-8.83191101481009,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_42,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.13206925273888306,0.8576334158796444,2.3224580375396187,4.0795219591705925,5.498957172833341,6.352596981074998,6.781292025084304,6.977663774553606,7.050710109568303,3.4972041872239874,0.6314278002243895,0.005691836282074571,11.439174278963389,5.719036440499764,7.127890870863495,1.9689137372368406,1.2756798958116071,2.670631946635666,0.12267557678760382,2.2570845101124375,0.337660847159408,8.831911014810112,0.048924127935568724,-0.02890791187548612,-0.12267557678760382,-0.9324804863652619,0.2517879434080854,-8.831911014810112,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_43,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1320692527388826,0.857633415879643,2.3224580375396178,4.07952195917059,5.498957172833341,6.352596981074997,6.781292025084304,6.977663774553605,7.050710109568303,3.4972041872239865,0.6314278002243882,0.005691836282074529,11.439174278963383,5.719036440499767,7.127890870863478,1.9689137372368382,1.2756798958116058,2.6706319466356634,0.12267557678760364,2.257084510112435,0.33766084715940775,8.831911014810101,0.04892412793556927,-0.028907911875484926,-0.12267557678760364,-0.93248048636526,0.25178794340808525,-8.831911014810101,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_ASR.cif_44,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31992708627877947,1.0271830638150377,2.2342194896551355,3.8702856218992077,5.33558631931469,6.256757049751105,6.7270582446776075,6.943847119581717,7.024682222873912,3.3026471217886204,0.8355851497809694,0.061512820732520006,10.849663882173568,5.378019778810042,6.682106932375298,1.8525293738243531,3.4191416269185364,7.738378669371193,0.42304759653868246,4.02087492814522,0.2606980206541568,18.842010732970937,1.0034357513683043,2.4224922735173795,-0.0600935785713639,-3.5907917474988835,-0.06931100526653713,-5.049758050212831,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_45,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31992708627878047,1.027183063815037,2.234219489655134,3.870285621899204,5.335586319314689,6.256757049751104,6.727058244677607,6.943847119581714,7.024682222873911,3.3026471217886186,0.8355851497809694,0.06151282073252081,10.849663882173559,5.378019778810043,6.682106932375278,1.852529373824351,3.4191416269185186,7.738378669371151,0.4230475965386826,4.020874928145244,0.2606980206541556,18.842010732970948,1.0034357513682592,2.422492273517278,-0.06009357857136931,-3.590791747498912,-0.0693110052665379,-5.049758050213043,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_46,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.31992708627878147,1.027183063815039,2.234219489655135,3.8702856218992054,5.3355863193146895,6.256757049751104,6.727058244677607,6.943847119581716,7.024682222873912,3.302647121788619,0.8355851497809709,0.061512820732521074,10.84966388217356,5.378019778810043,6.682106932375285,1.852529373824355,3.419141626918522,7.738378669371159,0.42304759653868235,4.020874928145235,0.2606980206541555,18.842010732970934,1.003435751368271,2.4224922735173036,-0.06009357857136773,-3.590791747498904,-0.06931100526653808,-5.049758050212976,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_47,ALIDIL_ASR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.3199270862787797,1.0271830638150383,2.234219489655136,3.8702856218992068,5.335586319314692,6.256757049751107,6.727058244677609,6.943847119581718,7.0246822228739125,3.30264712178862,0.8355851497809702,0.061512820732519985,10.849663882173573,5.37801977881004,6.682106932375306,1.8525293738243531,3.419141626918496,7.738378669371101,0.4230475965386798,4.020874928145217,0.26069802065415376,18.842010732970824,1.0034357513682532,2.4224922735172623,-0.060093578571368766,-3.5907917474988884,-0.06931100526653758,-5.049758050213006,33.0,76.89515,3.0,2.0,0.8900000000000001,114.0,-5.0,-11.00276,-1.0,-13.0,-1.3299999999999998,-45.0
ALIDIL_ASR.cif_48,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06779477695338486,0.35437886457639173,1.1988904226975847,2.7445302079162905,4.277737385951615,5.2769741315733265,5.7944208258214625,6.034346720016983,6.124020431075686,2.1798372846239795,0.26206518395790984,0.004723525889488171,6.5812471477685195,1.9508735587899457,4.108656982060337,0.3292754505250828,9.491878862884024,21.98554647546344,0.8999855278938613,5.506281952542039,0.9518034019375763,39.203443953984895,7.020021857986412,16.847487857152835,0.6979403483194067,-5.506281952542039,-0.9518034019375763,32.13186266887898,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_49,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06779477695338425,0.35437886457639045,1.198890422697584,2.744530207916289,4.277737385951613,5.276974131573325,5.794420825821462,6.034346720016981,6.124020431075684,2.1798372846239777,0.2620651839579086,0.004723525889488085,6.581247147768517,1.9508735587899448,4.108656982060336,0.32927545052508184,9.491878862884034,21.985546475463465,0.8999855278938623,5.506281952542045,0.9518034019375768,39.20344395398493,7.020021857986422,16.847487857152853,0.6979403483194075,-5.506281952542045,-0.9518034019375768,32.131862668879016,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_50,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06779477695338451,0.3543788645763911,1.1988904226975852,2.7445302079162905,4.277737385951616,5.276974131573327,5.794420825821465,6.034346720016985,6.124020431075688,2.1798372846239795,0.2620651839579092,0.004723525889488119,6.581247147768523,1.9508735587899446,4.108656982060343,0.3292754505250824,9.491878862884036,21.985546475463472,0.8999855278938625,5.506281952542045,0.9518034019375771,39.20344395398495,7.020021857986423,16.847487857152856,0.6979403483194075,-5.506281952542045,-0.9518034019375771,32.13186266887902,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_51,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06779477695338527,0.3543788645763924,1.1988904226975854,2.7445302079162905,4.277737385951615,5.276974131573327,5.794420825821463,6.034346720016984,6.124020431075686,2.1798372846239795,0.2620651839579105,0.004723525889488224,6.58124714776852,1.9508735587899444,4.1086569820603405,0.3292754505250827,9.49187886288403,21.985546475463458,0.899985527893862,5.506281952542042,0.9518034019375765,39.20344395398492,7.020021857986419,16.847487857152846,0.6979403483194072,-5.506281952542042,-0.9518034019375765,32.13186266887901,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_52,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940239278933757,0.3530316362915348,1.0897428634549666,2.3054032468362498,3.4949650713997182,4.280863435275133,4.69224216237257,4.884049877235305,4.955912925668111,1.8676169594156249,0.2636114968920437,0.004950865675103928,5.540337117771929,1.358725337225763,3.5733377800162374,0.11283841349588956,7.979224441750217,17.968882726328747,0.8260368989270624,8.258189774884293,1.105280627833928,35.22447398001883,1.3640720157143127,4.004877790165282,0.07815308082756955,-8.258189774884293,-1.105280627833928,9.048540346536575,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_53,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940239278933777,0.3530316362915352,1.089742863454967,2.3054032468362506,3.494965071399719,4.280863435275133,4.6922421623725725,4.8840498772353085,4.9559129256681125,1.867616959415625,0.263611496892044,0.004950865675103952,5.540337117771932,1.3587253372257626,3.573337780016242,0.1128384134958896,7.979224441750222,17.968882726328754,0.8260368989270631,8.258189774884302,1.1052806278339284,35.22447398001884,1.3640720157143094,4.004877790165275,0.07815308082756892,-8.258189774884302,-1.1052806278339284,9.048540346536546,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_54,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940239278933752,0.35303163629153456,1.089742863454966,2.3054032468362493,3.494965071399718,4.2808634352751325,4.692242162372572,4.884049877235306,4.955912925668111,1.8676169594156242,0.2636114968920435,0.004950865675103916,5.540337117771929,1.3587253372257626,3.57333778001624,0.1128384134958895,7.979224441750222,17.968882726328758,0.8260368989270631,8.258189774884302,1.1052806278339284,35.22447398001885,1.36407201571431,4.004877790165276,0.0781530808275689,-8.258189774884302,-1.1052806278339284,9.048540346536548,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_55,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06940239278933752,0.35303163629153467,1.0897428634549664,2.3054032468362506,3.4949650713997205,4.280863435275133,4.6922421623725725,4.884049877235307,4.955912925668111,1.8676169594156247,0.26361149689204355,0.004950865675103915,5.540337117771931,1.3587253372257635,3.573337780016241,0.11283841349588956,7.9792244417502145,17.96888272632874,0.8260368989270622,8.25818977488429,1.1052806278339276,35.22447398001881,1.3640720157143118,4.004877790165281,0.0781530808275695,-8.25818977488429,-1.1052806278339276,9.048540346536566,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_56,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.0504309013463612,0.31177907802625365,1.1457792985833828,2.6805740356868846,4.182561700448443,5.152272810245146,5.652141959931557,5.88344830329193,5.969828203349548,2.1221691076779052,0.22424840434654877,0.002627326904717792,7.141200518279366,1.8723090078621356,4.708562816022086,0.30792148701735644,4.0805692913515275,9.01822816948555,0.4028426450287781,4.85956641118961,0.7143263028335843,18.599130617420585,-0.4731376126774122,-0.5341947078832779,-0.05373635354418626,-4.85956641118961,-0.7143263028335843,2.61886566736683,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_57,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.050430901346361474,0.31177907802625393,1.1457792985833828,2.6805740356868837,4.182561700448443,5.152272810245144,5.652141959931557,5.883448303291927,5.969828203349547,2.122169107677904,0.22424840434654927,0.002627326904717818,7.141200518279361,1.872309007862136,4.7085628160220825,0.3079214870173568,4.080569291351524,9.018228169485544,0.4028426450287774,4.859566411189599,0.7143263028335833,18.59913061742056,-0.4731376126774062,-0.5341947078832637,-0.05373635354418538,-4.859566411189599,-0.7143263028335833,2.6188656673668627,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_58,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.05043090134636172,0.31177907802625476,1.1457792985833843,2.6805740356868863,4.182561700448443,5.152272810245146,5.652141959931558,5.883448303291928,5.9698282033495484,2.122169107677906,0.22424840434654997,0.002627326904717845,7.1412005182793665,1.8723090078621352,4.708562816022092,0.30792148701735744,4.080569291351527,9.01822816948555,0.40284264502877776,4.859566411189601,0.7143263028335836,18.599130617420574,-0.4731376126774036,-0.5341947078832577,-0.053736353544185204,-4.859566411189601,-0.7143263028335836,2.618865667366868,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_59,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.05043090134636127,0.3117790780262537,1.1457792985833828,2.6805740356868837,4.182561700448441,5.152272810245143,5.652141959931555,5.883448303291927,5.969828203349545,2.1221691076779043,0.2242484043465489,0.0026273269047177973,7.141200518279362,1.8723090078621323,4.708562816022088,0.30792148701735617,4.0805692913515275,9.01822816948555,0.402842645028778,4.859566411189609,0.7143263028335841,18.59913061742058,-0.4731376126774132,-0.5341947078832788,-0.053736353544186266,-4.859566411189609,-0.7143263028335841,2.618865667366831,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_60,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06999650795033781,0.4045107095141237,1.385851323182263,3.002517605116556,4.537072318517647,5.528671362977804,6.041919464372165,6.280009233131703,6.369023993450843,2.4258342549331195,0.29221418089231105,0.004834849860757621,7.75808964279658,2.5299103275127317,4.903856523329879,0.5272140193903226,5.565833558001123,12.5585496003957,0.5497046373262149,5.275986467777138,0.7820394782390723,24.369358031580738,1.3537859588486305,3.715156668127872,0.11993596107859994,-5.275986467777138,-0.7820394782390723,9.327454362914215,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_61,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06999650795033839,0.4045107095141243,1.385851323182263,3.0025176051165556,4.537072318517646,5.528671362977804,6.041919464372162,6.280009233131703,6.369023993450843,2.4258342549331195,0.29221418089231177,0.004834849860757705,7.758089642796576,2.5299103275127295,4.903856523329877,0.5272140193903224,5.565833558001115,12.558549600395681,0.549704637326214,5.275986467777131,0.7820394782390712,24.369358031580706,1.3537859588486272,3.715156668127864,0.11993596107859976,-5.275986467777131,-0.7820394782390712,9.327454362914205,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_62,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.0699965079503383,0.4045107095141243,1.3858513231822631,3.0025176051165565,4.537072318517648,5.528671362977808,6.041919464372165,6.280009233131706,6.369023993450845,2.4258342549331213,0.2922141808923116,0.004834849860757691,7.758089642796579,2.529910327512732,4.903856523329877,0.527214019390323,5.565833558001117,12.558549600395686,0.5497046373262141,5.275986467777131,0.7820394782390716,24.369358031580713,1.3537859588486285,3.715156668127869,0.1199359610786,-5.275986467777131,-0.7820394782390716,9.327454362914217,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_63,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.06999650795033781,0.4045107095141239,1.3858513231822631,3.002517605116557,4.537072318517649,5.528671362977805,6.041919464372166,6.280009233131706,6.369023993450845,2.42583425493312,0.292214180892311,0.004834849860757621,7.7580896427965795,2.5299103275127317,4.903856523329879,0.5272140193903225,5.565833558001124,12.558549600395702,0.5497046373262151,5.275986467777141,0.7820394782390725,24.369358031580745,1.353785958848628,3.715156668127867,0.11993596107859962,-5.275986467777141,-0.7820394782390725,9.327454362914203,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_64,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.07337104400526111,0.3876530000874373,1.3446317955097289,2.971624641293587,4.5169155370960485,5.513121273416206,6.028174301929201,6.266993064791009,6.356264694826716,2.390078984564051,0.2832426667166335,0.005504641845024093,7.414803122264374,2.443169254004634,4.80401906140536,0.5632300332498258,9.220207226608075,21.037211404285014,0.9446654090918238,7.971557863964803,1.0842317837815594,39.60138966407099,3.779085711330674,9.534798292979001,0.3133306816764422,-7.971557863964803,-1.0842317837815594,17.50467420453264,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_65,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.0733710440052607,0.3876530000874364,1.3446317955097276,2.9716246412935856,4.516915537096048,5.513121273416205,6.0281743019292,6.266993064791008,6.356264694826717,2.3900789845640498,0.28324266671663256,0.005504641845024027,7.414803122264366,2.443169254004637,4.804019061405347,0.5632300332498251,9.22020722660808,21.03721140428503,0.9446654090918242,7.971557863964804,1.0842317837815605,39.60138966407102,3.7790857113306804,9.534798292979014,0.3133306816764429,-7.971557863964804,-1.0842317837815605,17.504674204532677,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_66,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.07337104400526175,0.38765300008743836,1.3446317955097284,2.971624641293587,4.5169155370960485,5.513121273416207,6.028174301929201,6.26699306479101,6.356264694826717,2.390078984564051,0.28324266671663434,0.0055046418450241845,7.414803122264372,2.443169254004634,4.804019061405359,0.5632300332498266,9.22020722660807,21.03721140428501,0.9446654090918234,7.971557863964802,1.0842317837815596,39.601389664070986,3.7790857113306693,9.534798292978989,0.31333068167644185,-7.971557863964802,-1.0842317837815596,17.50467420453263,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_67,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.07337104400526112,0.38765300008743725,1.3446317955097287,2.971624641293587,4.516915537096048,5.513121273416206,6.0281743019292,6.26699306479101,6.356264694826717,2.390078984564051,0.2832426667166334,0.005504641845024093,7.4148031222643755,2.4431692540046352,4.804019061405362,0.5632300332498262,9.220207226608071,21.037211404285014,0.9446654090918236,7.971557863964802,1.0842317837815596,39.601389664070986,3.779085711330671,9.534798292978994,0.3133306816764419,-7.971557863964802,-1.0842317837815596,17.504674204532627,31.0,72.90645,3.0,0.0,0.0,124.0,-7.0,-14.99146,-1.0,-15.0,-2.2199999999999998,-35.0
ALIDIL_ASR.cif_68,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.37626483990402676,0.887206643557113,1.7194338737876738,2.9792469069620995,4.198984893317415,4.997130998038772,5.412314623639595,5.605291117168567,5.677494257212687,2.527486851121319,0.7583121537522296,0.11132222850580209,7.919323157295227,2.7384780962246915,5.194327791693442,0.769528791167252,4.348060124611921,9.237000477153787,0.548439653964561,8.735577356328408,0.9065624042687528,21.740300623059603,-4.348060124611921,-9.237000477153787,-0.548439653964561,-8.735577356328408,-0.9065624042687528,-16.65047515445966,0.0,0.0,0.0,0.0,0.0,10.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
ALIDIL_ASR.cif_69,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.37626483990403,0.8872066435571162,1.7194338737876769,2.979246906962102,4.198984893317416,4.997130998038773,5.412314623639595,5.6052911171685675,5.677494257212688,2.527486851121321,0.758312153752233,0.11132222850580392,7.919323157295234,2.7384780962246915,5.194327791693453,0.769528791167256,4.348060124611915,9.237000477153774,0.5484396539645603,8.7355773563284,0.9065624042687516,21.740300623059575,-4.348060124611915,-9.237000477153774,-0.5484396539645603,-8.7355773563284,-0.9065624042687516,-16.650475154459645,0.0,0.0,0.0,0.0,0.0,10.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
ALIDIL_ASR.cif_70,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.3762648399040312,0.8872066435571171,1.7194338737876773,2.9792469069621026,4.198984893317417,4.997130998038773,5.412314623639597,5.605291117168569,5.677494257212689,2.527486851121322,0.7583121537522343,0.11132222850580477,7.919323157295231,2.7384780962246964,5.194327791693451,0.7695287911672586,4.348060124611914,9.23700047715377,0.54843965396456,8.735577356328395,0.9065624042687513,21.74030062305957,-4.348060124611914,-9.23700047715377,-0.54843965396456,-8.735577356328395,-0.9065624042687513,-16.650475154459638,0.0,0.0,0.0,0.0,0.0,10.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
ALIDIL_ASR.cif_71,ALIDIL_ASR.cif,example,8.0,15.9994,2.0,16.0,3.44,66.0,0.3762648399040277,0.8872066435571144,1.719433873787676,2.9792469069621017,4.198984893317416,4.997130998038771,5.412314623639596,5.605291117168566,5.677494257212687,2.5274868511213207,0.7583121537522312,0.11132222850580249,7.9193231572952305,2.738478096224694,5.194327791693443,0.7695287911672546,4.348060124611921,9.237000477153787,0.5484396539645612,8.735577356328411,0.9065624042687528,21.740300623059607,-4.348060124611921,-9.237000477153787,-0.5484396539645612,-8.735577356328411,-0.9065624042687528,-16.65047515445967,0.0,0.0,0.0,0.0,0.0,10.0,-7.0,-14.99146,-1.0,-15.0,-1.2399999999999998,-35.0
