,name,Cv_gravimetric_300_mean,Cv_gravimetric_300_std,Cv_molar_300_mean,Cv_molar_300_std,Cv_gravimetric_350_mean,Cv_gravimetric_350_std,Cv_molar_350_mean,Cv_molar_350_std,Cv_gravimetric_400_mean,Cv_gravimetric_400_std,Cv_molar_400_mean,Cv_molar_400_std
0,ALIDIL_FSR.cif,0.8608030016203155,0.046616998345763286,9.785001525878908,0.5299091651476218,0.9753694083631776,0.06417956250910245,11.087311651056462,0.7295480102877316,1.0271036674044685,0.07473796453869433,11.675390227346709,0.8495684792869435
