,structure_name,structure_path,site Number,site AtomicWeight,site Row,site Column,site Electronegativity,site CovalentRadius,AGNI eta=8.00e-01,AGNI eta=1.23e+00,AGNI eta=1.88e+00,AGNI eta=2.89e+00,AGNI eta=4.43e+00,AGNI eta=6.80e+00,AGNI eta=1.04e+01,AGNI eta=1.60e+01,G2_0.05,G2_4.0,G2_20.0,G2_80.0,G4_0.005_1.0_1.0,G4_0.005_1.0_-1.0,G4_0.005_4.0_1.0,G4_0.005_4.0_-1.0,local difference in Number,local difference in AtomicWeight,local difference in Row,local difference in Column,local difference in Electronegativity,local difference in CovalentRadius,local signed difference in Number,local signed difference in AtomicWeight,local signed difference in Row,local signed difference in Column,local signed difference in Electronegativity,local signed difference in CovalentRadius,maximum local difference in Number,maximum local difference in AtomicWeight,maximum local difference in Row,maximum local difference in Column,maximum local difference in Electronegativity,maximum local difference in CovalentRadius,minimum local difference in Number,minimum local difference in AtomicWeight,minimum local difference in Row,minimum local difference in Column,minimum local difference in Electronegativity,minimum local difference in CovalentRadius
ALIDIL_FSR.cif_20,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.25062024621122697,0.8710880542558903,2.203013851381789,4.499018922617613,6.871720316416809,8.462539238949915,9.297482160644169,9.686916250347918,9.83282281898697,3.6501273599451127,0.6904451175185436,0.04829420414558559,18.392691766775897,5.620210168995082,11.139605944085154,0.7682372326154703,2.383544081799355,5.16800897636887,0.40180470652518174,5.59798173400081,0.31065237415139757,16.20860904776595,2.383544081799355,5.16800897636887,0.40180470652518174,5.59798173400081,0.31065237415139757,16.20860904776595,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_21,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2506202462112276,0.8710880542558903,2.203013851381787,4.499018922617611,6.871720316416807,8.462539238949914,9.297482160644169,9.686916250347917,9.832822818986973,3.6501273599451114,0.6904451175185441,0.04829420414558585,18.39269176677589,5.620210168995075,11.139605944085151,0.7682372326154706,2.3835440817993545,5.16800897636887,0.40180470652518185,5.59798173400081,0.3106523741513973,16.208609047765957,2.3835440817993545,5.16800897636887,0.40180470652518185,5.59798173400081,0.3106523741513973,16.208609047765957,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_22,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.25062024621122736,0.8710880542558899,2.203013851381788,4.499018922617613,6.871720316416807,8.462539238949914,9.29748216064417,9.686916250347917,9.832822818986973,3.650127359945112,0.6904451175185438,0.04829420414558581,18.39269176677591,5.62021016899508,11.139605944085158,0.7682372326154704,2.383544081799356,5.168008976368869,0.40180470652518185,5.59798173400081,0.31065237415139735,16.208609047765957,2.383544081799356,5.168008976368869,0.40180470652518185,5.59798173400081,0.31065237415139735,16.208609047765957,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_23,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2506202462112269,0.87108805425589,2.203013851381789,4.499018922617613,6.871720316416808,8.462539238949917,9.297482160644169,9.68691625034792,9.832822818986974,3.6501273599451127,0.6904451175185434,0.04829420414558553,18.3926917667759,5.620210168995076,11.13960594408516,0.7682372326154703,2.383544081799356,5.1680089763688715,0.40180470652518185,5.59798173400081,0.3106523741513977,16.208609047765954,2.383544081799356,5.1680089763688715,0.40180470652518185,5.59798173400081,0.3106523741513977,16.208609047765954,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_24,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.25148269302270027,0.8832744366176921,2.0698457410803606,3.898626161294702,5.896309915735069,7.310589195905981,8.073534625545532,8.433764309698107,8.569409890516457,3.2174449543092916,0.700042004325157,0.04846732272578014,15.043943041613538,4.0597332912928366,9.24519075957571,0.3934704463719919,1.8596382732845598,4.047320101336067,0.3282882046739797,4.485943910676397,0.2142374417593444,13.681982960755779,1.8596382732845598,4.047320101336067,0.3282882046739797,4.485943910676397,0.2142374417593444,13.681982960755779,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_25,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2514826930226965,0.8832744366176872,2.069845741080354,3.8986261612946977,5.896309915735066,7.310589195905977,8.073534625545529,8.4337643096981,8.569409890516456,3.2174449543092867,0.7000420043251521,0.04846732272577861,15.043943041613513,4.059733291292833,9.245190759575674,0.39347044637199047,1.8596382732845598,4.047320101336067,0.3282882046739796,4.485943910676396,0.21423744175934442,13.681982960755777,1.8596382732845598,4.047320101336067,0.3282882046739796,4.485943910676396,0.21423744175934442,13.681982960755777,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_26,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2514826930226967,0.8832744366176883,2.069845741080356,3.898626161294701,5.896309915735069,7.310589195905979,8.073534625545527,8.433764309698105,8.569409890516457,3.2174449543092893,0.7000420043251532,0.048467322725778715,15.043943041613522,4.059733291292835,9.24519075957569,0.39347044637199097,1.8596382732845596,4.047320101336067,0.3282882046739796,4.485943910676396,0.2142374417593442,13.681982960755779,1.8596382732845596,4.047320101336067,0.3282882046739796,4.485943910676396,0.2142374417593442,13.681982960755779,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_27,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.25148269302270004,0.8832744366176922,2.0698457410803606,3.8986261612947013,5.896309915735071,7.310589195905981,8.073534625545532,8.433764309698107,8.569409890516457,3.2174449543092916,0.7000420043251571,0.048467322725780075,15.043943041613534,4.059733291292834,9.245190759575713,0.393470446371992,1.8596382732845609,4.04732010133607,0.3282882046739799,4.485943910676401,0.21423744175934453,13.68198296075579,1.8596382732845609,4.04732010133607,0.3282882046739799,4.485943910676401,0.21423744175934453,13.68198296075579,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_28,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24943124501320688,0.8988929359649968,2.4004355004423985,4.804721815701594,7.177707463324406,8.755026313002137,9.582843347286081,9.969241079952692,10.114073349516234,3.937168443587285,0.7020047411358664,0.04784023517661173,18.661467328015256,7.061869765436283,11.066950735678448,1.4863433499152563,2.5096975808209407,5.432397638188931,0.4142902978549854,5.824019963660823,0.34124369372956853,16.451832945744275,2.5096975808209407,5.432397638188931,0.4142902978549854,5.824019963660823,0.34124369372956853,16.451832945744275,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_29,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.249431245013207,0.8988929359649966,2.4004355004423967,4.804721815701593,7.177707463324406,8.755026313002135,9.582843347286081,9.969241079952692,10.114073349516238,3.937168443587283,0.7020047411358664,0.047840235176611734,18.66146732801526,7.061869765436273,11.066950735678454,1.4863433499152559,2.509697580820939,5.432397638188927,0.41429029785498517,5.824019963660819,0.34124369372956825,16.45183294574427,2.509697580820939,5.432397638188927,0.41429029785498517,5.824019963660819,0.34124369372956825,16.45183294574427,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_30,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24943124501320688,0.8988929359649965,2.400435500442397,4.80472181570159,7.177707463324403,8.755026313002132,9.582843347286076,9.96924107995269,10.114073349516234,3.9371684435872827,0.7020047411358662,0.047840235176611734,18.66146732801525,7.061869765436271,11.066950735678441,1.4863433499152552,2.509697580820941,5.432397638188933,0.41429029785498556,5.824019963660825,0.3412436937295686,16.451832945744282,2.509697580820941,5.432397638188933,0.41429029785498556,5.824019963660825,0.3412436937295686,16.451832945744282,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_31,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24943124501320668,0.8988929359649964,2.400435500442397,4.804721815701596,7.177707463324407,8.755026313002134,9.582843347286087,9.969241079952694,10.114073349516241,3.9371684435872853,0.7020047411358661,0.047840235176611644,18.661467328015256,7.0618697654362865,11.066950735678446,1.486343349915257,2.5096975808209394,5.432397638188928,0.4142902978549853,5.824019963660822,0.3412436937295685,16.45183294574427,2.5096975808209394,5.432397638188928,0.4142902978549853,5.824019963660822,0.3412436937295685,16.45183294574427,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_32,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.25356821604489366,0.8828456721099995,2.255314362472285,4.698277383778248,7.333448084399008,9.147131277230333,10.110896629249156,10.562863596996607,10.732576235839172,3.7813075503201783,0.6981550987302827,0.04964739111829814,20.060148064181206,6.1813894630187125,12.264471580871135,0.9716793240570978,2.5099107306304846,5.505108209561511,0.4843768838356946,6.384925801316042,0.21062178862492792,21.356828215346198,2.5099107306304846,5.505108209561511,0.4843768838356946,6.384925801316042,0.21062178862492792,21.356828215346198,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_33,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2535682160448936,0.8828456721099999,2.2553143624722867,4.698277383778248,7.333448084399009,9.147131277230335,10.110896629249158,10.56286359699661,10.732576235839177,3.781307550320179,0.6981550987302827,0.049647391118298224,20.060148064181206,6.181389463018716,12.264471580871144,0.9716793240570973,2.509910730630485,5.505108209561511,0.4843768838356947,6.384925801316042,0.21062178862492792,21.356828215346205,2.509910730630485,5.505108209561511,0.4843768838356947,6.384925801316042,0.21062178862492792,21.356828215346205,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_34,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.253568216044893,0.8828456721099992,2.255314362472283,4.698277383778248,7.333448084399008,9.147131277230335,10.11089662924916,10.562863596996609,10.732576235839174,3.7813075503201774,0.698155098730282,0.04964739111829794,20.060148064181213,6.181389463018714,12.264471580871133,0.9716793240570966,2.509910730630486,5.505108209561513,0.48437688383569477,6.384925801316045,0.2106217886249281,21.35682821534621,2.509910730630486,5.505108209561513,0.48437688383569477,6.384925801316045,0.2106217886249281,21.35682821534621,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_35,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2535682160448933,0.8828456721099996,2.255314362472286,4.69827738377825,7.333448084399011,9.147131277230336,10.110896629249158,10.562863596996612,10.732576235839181,3.7813075503201796,0.6981550987302825,0.04964739111829804,20.060148064181224,6.181389463018716,12.264471580871147,0.9716793240570976,2.509910730630484,5.50510820956151,0.48437688383569466,6.384925801316041,0.21062178862492792,21.356828215346198,2.509910730630484,5.50510820956151,0.48437688383569466,6.384925801316041,0.21062178862492792,21.356828215346198,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_36,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.2490572392844788,0.8548645898355445,2.100568294452107,4.351164821253837,6.848362190855659,8.590011041905827,9.520352143221176,9.957557128067949,10.12186139918841,3.496919497493955,0.6811381178049918,0.047803360805309496,18.104734119246597,5.1694990745776,11.032190916745456,0.6800392017221837,2.754171751005787,5.958651429123886,0.4517878801700136,6.368474792365896,0.38044529491724943,17.854292856872018,2.754171751005787,5.958651429123886,0.4517878801700136,6.368474792365896,0.38044529491724943,17.854292856872018,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_37,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24905723928447887,0.8548645898355444,2.1005682944521085,4.351164821253841,6.848362190855657,8.590011041905825,9.520352143221176,9.957557128067949,10.12186139918841,3.496919497493957,0.6811381178049917,0.047803360805309524,18.1047341192466,5.169499074577598,11.032190916745463,0.680039201722184,2.7541717510057855,5.958651429123884,0.4517878801700135,6.368474792365893,0.38044529491724904,17.854292856872014,2.7541717510057855,5.958651429123884,0.4517878801700135,6.368474792365893,0.38044529491724904,17.854292856872014,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_38,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24905723928447995,0.8548645898355461,2.1005682944521094,4.351164821253838,6.848362190855658,8.590011041905825,9.52035214322117,9.957557128067947,10.121861399188411,3.496919497493956,0.6811381178049931,0.04780336080530991,18.104734119246604,5.169499074577597,11.032190916745465,0.6800392017221825,2.754171751005789,5.958651429123893,0.45178788017001403,6.368474792365902,0.38044529491724965,17.854292856872032,2.754171751005789,5.958651429123893,0.45178788017001403,6.368474792365902,0.38044529491724965,17.854292856872032,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_39,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.24905723928447934,0.8548645898355454,2.1005682944521085,4.351164821253838,6.848362190855657,8.590011041905825,9.52035214322117,9.957557128067949,10.121861399188413,3.4969194974939564,0.6811381178049923,0.047803360805309676,18.1047341192466,5.1694990745775975,11.032190916745456,0.6800392017221839,2.754171751005783,5.9586514291238775,0.4517878801700131,6.3684747923658875,0.38044529491724877,17.854292856872,2.754171751005783,5.9586514291238775,0.4517878801700131,6.3684747923658875,0.38044529491724877,17.854292856872,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_40,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.3334459666312264,0.7705373069100857,1.8076758286944474,3.89118325484342,6.253016872495424,7.907637587169297,8.792457570417488,9.208402556483552,9.364733430538834,3.0905735369341585,0.6463064426765132,0.1088330965068487,13.236841866820656,4.544468822057691,8.263403350027788,1.0704524900286292,5.3316926263298114,11.476450932620576,0.8177913140589189,11.874023138801162,0.8403005209971242,30.586928852475264,5.3316926263298114,11.476450932620576,0.8177913140589189,11.874023138801162,0.8403005209971242,30.586928852475264,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_41,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.3334459666312279,0.7705373069100874,1.8076758286944492,3.8911832548434204,6.253016872495422,7.9076375871692965,8.792457570417488,9.208402556483556,9.364733430538836,3.0905735369341603,0.6463064426765144,0.10883309650684957,13.236841866820669,4.544468822057692,8.263403350027799,1.0704524900286294,5.331692626329808,11.476450932620569,0.8177913140589184,11.874023138801153,0.8403005209971233,30.58692885247525,5.331692626329808,11.476450932620569,0.8177913140589184,11.874023138801153,0.8403005209971233,30.58692885247525,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_42,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.33344596663122905,0.7705373069100881,1.8076758286944488,3.891183254843421,6.253016872495422,7.9076375871692965,8.792457570417488,9.208402556483552,9.364733430538834,3.0905735369341594,0.6463064426765156,0.10883309650685036,13.23684186682066,4.544468822057688,8.26340335002779,1.0704524900286296,5.331692626329808,11.476450932620565,0.8177913140589184,11.874023138801155,0.8403005209971235,30.58692885247524,5.331692626329808,11.476450932620565,0.8177913140589184,11.874023138801155,0.8403005209971235,30.58692885247524,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_43,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.3334459666312267,0.7705373069100864,1.807675828694449,3.89118325484342,6.253016872495428,7.907637587169297,8.79245757041749,9.208402556483554,9.364733430538836,3.0905735369341594,0.6463064426765136,0.10883309650684886,13.236841866820669,4.544468822057691,8.2634033500278,1.0704524900286292,5.331692626329808,11.476450932620567,0.8177913140589185,11.874023138801155,0.8403005209971237,30.586928852475246,5.331692626329808,11.476450932620567,0.8177913140589185,11.874023138801155,0.8403005209971237,30.586928852475246,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_44,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.44299629747305946,1.016319219874844,1.9729715189029178,3.6223805673475002,5.36631191805615,6.553463804546383,7.181529964848893,7.475564149351182,7.585900833331004,3.007622037627619,0.8729736153007931,0.13748664744512198,8.901939567259644,4.325021799061826,5.042765057814489,1.3825134370532806,4.212981592448838,9.034808591198182,0.6136203841842862,9.121944665923126,0.724238588294196,21.88851893065585,4.212981592448838,9.034808591198182,0.6136203841842862,9.121944665923126,0.724238588294196,21.88851893065585,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_45,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.44299629747306296,1.0163192198748472,1.9729715189029193,3.622380567347502,5.366311918056152,6.553463804546387,7.181529964848894,7.475564149351184,7.585900833331005,3.007622037627621,0.8729736153007963,0.13748664744512418,8.901939567259646,4.3250217990618305,5.042765057814503,1.3825134370532852,4.212981592448842,9.03480859119819,0.6136203841842871,9.121944665923138,0.7242385882941965,21.888518930655877,4.212981592448842,9.03480859119819,0.6136203841842871,9.121944665923138,0.7242385882941965,21.888518930655877,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_46,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.4429962974730602,1.0163192198748447,1.9729715189029178,3.622380567347502,5.366311918056151,6.553463804546386,7.181529964848897,7.475564149351186,7.585900833331006,3.00762203762762,0.8729736153007938,0.13748664744512262,8.901939567259648,4.325021799061827,5.042765057814498,1.3825134370532817,4.21298159244884,9.034808591198187,0.6136203841842867,9.121944665923134,0.7242385882941962,21.88851893065587,4.21298159244884,9.034808591198187,0.6136203841842867,9.121944665923134,0.7242385882941962,21.88851893065587,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_47,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.4429962974730593,1.0163192198748436,1.9729715189029167,3.6223805673475,5.366311918056148,6.553463804546382,7.181529964848892,7.475564149351182,7.585900833331002,3.007622037627618,0.8729736153007929,0.13748664744512218,8.901939567259639,4.325021799061825,5.042765057814493,1.382513437053281,4.212981592448842,9.03480859119819,0.613620384184287,9.121944665923136,0.7242385882941966,21.88851893065587,4.212981592448842,9.03480859119819,0.613620384184287,9.121944665923136,0.7242385882941966,21.88851893065587,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_48,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.4370181551401191,0.9511535521151064,1.6371521149110333,2.9097349996810746,4.401838223952434,5.468290356679709,6.044116771252393,6.315992612363103,6.418362278583484,2.415069529447685,0.8340014627565319,0.13450235681342074,7.468577200959061,2.1406446878556453,4.653209064132176,0.25216951561483086,2.4390545353506763,5.224749319637124,0.34957226017960674,5.23563261678753,0.43016067383226525,12.274785535819088,2.4390545353506763,5.224749319637124,0.34957226017960674,5.23563261678753,0.43016067383226525,12.274785535819088,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_49,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.4370181551401205,0.9511535521151071,1.6371521149110346,2.909734999681076,4.401838223952435,5.468290356679712,6.044116771252394,6.315992612363104,6.418362278583483,2.415069529447685,0.8340014627565332,0.13450235681342176,7.468577200959061,2.1406446878556453,4.653209064132176,0.2521695156148312,2.439054535350675,5.22474931963712,0.3495722601796066,5.235632616787528,0.4301606738322649,12.27478553581908,2.439054535350675,5.22474931963712,0.3495722601796066,5.235632616787528,0.4301606738322649,12.27478553581908,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_50,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.43701815514011905,0.9511535521151054,1.6371521149110324,2.9097349996810737,4.401838223952435,5.468290356679713,6.044116771252393,6.315992612363105,6.418362278583483,2.415069529447684,0.8340014627565314,0.13450235681342113,7.468577200959055,2.140644687855649,4.6532090641321675,0.25216951561483103,2.439054535350677,5.224749319637125,0.3495722601796068,5.235632616787531,0.43016067383226536,12.274785535819088,2.439054535350677,5.224749319637125,0.3495722601796068,5.235632616787531,0.43016067383226536,12.274785535819088,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_51,ALIDIL_FSR.cif,example,1.0,1.00794,1.0,1.0,2.2,31.0,0.4370181551401195,0.9511535521151061,1.6371521149110329,2.9097349996810733,4.401838223952433,5.468290356679709,6.0441167712523916,6.315992612363102,6.418362278583481,2.4150695294476843,0.8340014627565319,0.13450235681342132,7.468577200959061,2.140644687855642,4.653209064132177,0.2521695156148307,2.4390545353506785,5.224749319637129,0.349572260179607,5.235632616787535,0.43016067383226575,12.2747855358191,2.4390545353506785,5.224749319637129,0.349572260179607,5.235632616787535,0.43016067383226575,12.2747855358191,7.0,14.99146,1.0,15.0,1.2399999999999998,45.0,0.0,0.0,0.0,0.0,0.0,0.0
ALIDIL_FSR.cif_52,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16182200868692645,0.7948770302054087,1.9461129060185363,3.6885548233076175,5.45422714886893,6.645838229672434,7.27489590058087,7.569178958725543,7.679578965234979,3.054727218944779,0.6150602837908429,0.01036977885736742,9.6144981914085,4.650834132993515,5.492012791770298,1.301684789381444,1.9705862445507742,4.118399241257868,0.1826951866985102,3.432147738138856,0.534357403765388,13.506834956724076,0.1436343775656724,0.09809665646006757,-0.1826951866985102,-1.3179271160224089,0.4064707730764309,-13.506834956724076,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_53,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16182200868692534,0.7948770302054067,1.9461129060185343,3.688554823307615,5.454227148868926,6.645838229672432,7.2748959005808675,7.5691789587255425,7.679578965234975,3.0547272189447763,0.6150602837908408,0.010369778857367243,9.614498191408492,4.65083413299351,5.492012791770295,1.3016847893814405,1.970586244550773,4.1183992412578645,0.18269518669850995,3.432147738138853,0.534357403765388,13.506834956724061,0.14363437756567385,0.09809665646007042,-0.18269518669850995,-1.3179271160224055,0.4064707730764311,-13.506834956724061,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_54,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.16182200868692548,0.7948770302054069,1.946112906018535,3.688554823307616,5.454227148868928,6.645838229672433,7.27489590058087,7.569178958725543,7.679578965234978,3.0547272189447767,0.6150602837908409,0.010369778857367245,9.614498191408504,4.650834132993508,5.492012791770303,1.3016847893814416,1.9705862445507742,4.118399241257867,0.18269518669851012,3.432147738138855,0.534357403765388,13.506834956724074,0.14363437756567302,0.09809665646006858,-0.18269518669851012,-1.3179271160224082,0.40647077307643115,-13.506834956724074,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_55,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1618220086869263,0.7948770302054087,1.9461129060185365,3.6885548233076184,5.454227148868929,6.645838229672435,7.274895900580871,7.5691789587255425,7.679578965234982,3.054727218944779,0.6150602837908427,0.010369778857367399,9.6144981914085,4.650834132993515,5.492012791770303,1.3016847893814436,1.970586244550774,4.118399241257867,0.18269518669851006,3.432147738138854,0.5343574037653881,13.50683495672407,0.14363437756567346,0.09809665646006976,-0.18269518669851006,-1.3179271160224069,0.40647077307643115,-13.50683495672407,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_56,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.1014304128829152,0.7273726862331215,2.169074151296961,4.071474718472435,5.690460609320087,6.692755347718244,7.203425084022536,7.438892966584202,7.526723667643975,3.4267579830987827,0.5246164626814465,0.003646951162479147,11.696456042937157,5.427641534136729,7.177680525865297,1.6858896801988879,0.8873078252271394,1.9141909620255892,0.14023976565100618,2.009225950435189,0.13190242163044041,7.24133443915582,-0.5150898312829224,-1.1718580058029402,-0.14023976565100618,-1.6370079564909719,0.033734585674736174,-7.24133443915582,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
ALIDIL_FSR.cif_57,ALIDIL_FSR.cif,example,6.0,12.0107,2.0,14.0,2.55,76.0,0.101430412882915,0.7273726862331205,2.16907415129696,4.071474718472431,5.690460609320086,6.69275534771824,7.203425084022532,7.438892966584197,7.526723667643972,3.4267579830987804,0.5246164626814461,0.003646951162479132,11.696456042937152,5.427641534136726,7.177680525865289,1.6858896801988845,0.8873078252271394,1.9141909620255892,0.14023976565100632,2.00922595043519,0.13190242163044016,7.241334439155822,-0.5150898312829237,-1.171858005802943,-0.14023976565100632,-1.6370079564909743,0.03373458567473584,-7.241334439155822,2.0,3.9886999999999997,0.0,2.0,0.8900000000000001,0.0,-5.0,-11.00276,-1.0,-13.0,-0.34999999999999964,-45.0
