,name,Cv_gravimetric_300_mean,Cv_gravimetric_300_std,Cv_molar_300_mean,Cv_molar_300_std,Cv_gravimetric_350_mean,Cv_gravimetric_350_std,Cv_molar_350_mean,Cv_molar_350_std,Cv_gravimetric_400_mean,Cv_gravimetric_400_std,Cv_molar_400_mean,Cv_molar_400_std
0,ALIDIL_ASR.cif,0.7152824546016895,0.01570148616414576,11.286031358506943,0.24774473927560728,0.7969014538879357,0.020747983707541974,12.573850708007813,0.3273705278839881,0.8550295595526414,0.028231504142140464,13.491020728217231,0.4454487021122906
